,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,Unnamed: 0.1.1.1.1.1,IDfg,Name,Team,Age,AVG,OBP,SLG,Contact% (pi),BatterIDs,TeamIDs,Pitchers,Home,Ballpark,BallparkNumber,PitcherIDs,era,h9,k9,whip,avg,Game 1,Game 2,Game 3,Game 4,Game 5,TestLabels
44,44,44,44,44,44,49,15518,Amed Rosario,CLE,26,0.29,0.324,0.417,0.8240000000000001,642708,114,Anthony DeSclafani,1,Progressive Field,7,543101,6.63,16.11,8.05,2.0,0.4,0.0,0.2,0.2,0.4,0.8,False
45,45,45,45,45,45,50,19612,Bo Bichette,TOR,24,0.263,0.304,0.436,0.775,666182,141,Paul Blackburn,1,Rogers Centre,2,621112,4.28,8.89,7.19,1.26,0.255,0.2,0.2,0.2,0.25,0.0,False
46,46,46,46,46,46,51,15112,Ryan McMahon,COL,27,0.242,0.339,0.397,0.752,641857,115,Mark Leiter Jr.,1,Coors Field,1,643410,4.72,7.17,9.25,1.17,0.216,0.5,0.0,0.0,0.0,0.5,True
47,47,47,47,47,47,52,12533,Marcus Semien,TEX,31,0.239,0.298,0.403,0.8079999999999999,543760,140,Noah Syndergaard,1,Globe Life Field,14,592789,7.2,19.8,3.6,2.2,0.44,0.333,0.2,0.0,0.2,0.0,True
48,48,48,48,48,48,54,13419,Christian Walker,ARI,31,0.21,0.31,0.459,0.7709999999999999,572233,109,Carlos Carrasco,0,Citi Field,22,471911,3.76,9.19,8.9,1.28,0.266,0.0,0.0,0.25,0.5,0.25,False
49,49,49,49,49,49,55,15172,Tim Anderson,CHW,29,0.301,0.339,0.395,0.795,641313,145,Corey Kluber,1,Guaranteed Rate Field,23,446372,4.05,9.08,8.03,1.15,0.26,0.25,0.5,0.75,0.0,0.6,True
50,50,50,50,50,50,56,17929,Cedric Mullins II,BAL,27,0.261,0.321,0.39,0.816,656775,110,Jameson Taillon,1,Oriole Park at Camden Yards,30,592791,3.95,8.5,7.76,1.14,0.246,0.0,0.0,0.4,0.2,0.333,True
51,51,51,51,51,51,57,14344,Matt Olson,ATL,28,0.248,0.338,0.48,0.738,621566,144,Nick Martinez,0,Petco Park,31,607259,3.35,8.53,8.1,1.32,0.248,0.0,0.5,0.0,0.333,0.0,True
52,52,52,52,52,52,58,12546,C.J. Cron,COL,32,0.28,0.33,0.514,0.778,543068,115,Mark Leiter Jr.,1,Coors Field,1,643410,4.72,7.17,9.25,1.17,0.216,0.25,0.4,0.0,0.4,0.5,True
53,53,53,53,53,53,59,5827,Wilmer Flores,SFG,30,0.251,0.334,0.444,0.8290000000000001,527038,137,Cal Quantrill,0,Progressive Field,7,615698,3.88,9.0,5.78,1.28,0.265,0.25,0.333,0.6,0.0,0.25,False
54,54,54,54,54,54,60,13152,Jorge Polanco,MIN,28,0.237,0.349,0.407,0.777,593871,142,Tanner Houck,0,Fenway Park,3,656557,3.15,7.35,8.4,1.18,0.226,0.333,0.0,0.25,0.667,0.5,False
55,55,55,55,55,55,62,16426,Thairo Estrada,SFG,26,0.269,0.319,0.42,0.813,642731,137,Cal Quantrill,0,Progressive Field,7,615698,3.88,9.0,5.78,1.28,0.265,0.0,0.0,0.4,0.25,0.0,True
56,56,56,56,56,56,63,20126,Dylan Carlson,STL,23,0.241,0.31,0.398,0.772,666185,138,Adrian Houser,0,American Family Field,18,605288,4.72,9.67,6.72,1.48,0.271,0.0,0.0,0.25,1.0,0.2,True
57,57,57,57,57,57,64,17273,Jorge Mateo,BAL,27,0.218,0.267,0.391,0.6970000000000001,622761,110,Jameson Taillon,1,Oriole Park at Camden Yards,30,592791,3.95,8.5,7.76,1.14,0.246,0.2,0.25,0.0,0.333,0.0,False
58,58,58,58,58,58,66,13613,Ketel Marte,ARI,28,0.261,0.346,0.445,0.804,606466,109,Carlos Carrasco,0,Citi Field,22,471911,3.76,9.19,8.9,1.28,0.266,0.25,0.333,0.0,0.333,0.25,True
59,59,59,59,59,59,67,14551,Anthony Santander,BAL,27,0.262,0.342,0.463,0.805,623993,110,Jameson Taillon,1,Oriole Park at Camden Yards,30,592791,3.95,8.5,7.76,1.14,0.246,0.0,0.5,0.0,1.0,0.0,True
60,60,60,60,60,60,69,14162,Carlos Correa,MIN,27,0.265,0.342,0.431,0.7829999999999999,621043,142,Tanner Houck,0,Fenway Park,3,656557,3.15,7.35,8.4,1.18,0.226,0.0,0.667,0.0,0.2,0.0,False
61,61,61,61,61,61,71,12144,Max Kepler,MIN,29,0.233,0.331,0.373,0.813,596146,142,Tanner Houck,0,Fenway Park,3,656557,3.15,7.35,8.4,1.18,0.226,0.25,0.0,0.667,0.0,0.25,False
62,62,62,62,62,62,72,19997,Santiago Espinal,TOR,27,0.263,0.313,0.378,0.8490000000000001,669289,141,Paul Blackburn,1,Rogers Centre,2,621112,4.28,8.89,7.19,1.26,0.255,0.333,0.0,0.0,0.0,1.0,True
63,63,63,63,63,63,73,17907,Brendan Rodgers,COL,25,0.284,0.334,0.432,0.785,663898,115,Mark Leiter Jr.,1,Coors Field,1,643410,4.72,7.17,9.25,1.17,0.216,0.0,0.0,0.25,0.0,0.25,True
64,64,64,64,64,64,74,16997,Gleyber Torres,NYY,25,0.254,0.306,0.45,0.741,650402,147,Tyler Wells,0,Oriole Park at Camden Yards,30,669330,3.9,7.8,6.46,1.11,0.232,0.0,0.0,0.25,0.5,0.25,False
65,65,65,65,65,65,75,15491,J.P. Crawford,SEA,27,0.255,0.331,0.354,0.875,641487,136,Justin Verlander,1,T-Mobile Park,27,434378,1.73,6.09,8.79,0.85,0.188,0.333,0.4,0.75,0.333,0.25,False
66,66,66,66,66,66,76,19326,Bryan Reynolds,PIT,27,0.257,0.343,0.449,0.752,668804,134,Josh Rogers,1,PNC Park,10,642028,5.13,8.2,4.1,1.33,0.238,0.25,0.667,0.0,0.5,0.2,True
67,67,67,67,67,67,77,18171,Seth Brown,OAK,29,0.238,0.295,0.463,0.732,664913,133,Hyun Jin Ryu,0,Rogers Centre,2,547943,5.67,10.67,5.33,1.33,0.294,0.0,0.0,0.667,0.25,0.25,False
68,68,68,68,68,68,78,5038,Josh Donaldson,NYY,36,0.228,0.31,0.401,0.705,518626,147,Tyler Wells,0,Oriole Park at Camden Yards,30,669330,3.9,7.8,6.46,1.11,0.232,0.2,0.0,0.2,0.0,0.0,True
69,69,69,69,69,69,79,8709,Elvis Andrus,OAK,33,0.24,0.302,0.371,0.81,462101,133,Hyun Jin Ryu,0,Rogers Centre,2,547943,5.67,10.67,5.33,1.33,0.294,0.0,0.5,0.333,0.0,0.6,False
70,70,70,70,70,70,80,19363,Austin Hays,BAL,26,0.261,0.318,0.435,0.777,669720,110,Jameson Taillon,1,Oriole Park at Camden Yards,30,592791,3.95,8.5,7.76,1.14,0.246,0.5,0.0,0.333,0.0,0.333,True
71,71,71,71,71,71,81,21618,Alec Bohm,PHI,25,0.294,0.33,0.413,0.8009999999999999,664761,143,Trevor Rogers,0,loanDepot park,20,669432,5.85,10.16,8.52,1.6,0.283,1.0,1.0,0.0,0.0,1.0,True
72,72,72,72,72,72,82,5297,Aaron Hicks,NYY,32,0.222,0.348,0.314,0.763,543305,147,Tyler Wells,0,Oriole Park at Camden Yards,30,669330,3.9,7.8,6.46,1.11,0.232,0.0,0.5,0.5,0.333,0.25,True
73,73,73,73,73,73,83,15279,Garrett Cooper,MIA,31,0.275,0.348,0.424,0.7959999999999999,643265,146,Ranger Suarez,1,loanDepot park,20,624133,3.68,8.97,7.62,1.37,0.258,0.667,0.333,0.25,0.0,0.5,False
74,74,74,74,74,74,84,14854,Mike Yastrzemski,SFG,31,0.22,0.315,0.393,0.797,573262,137,Cal Quantrill,0,Progressive Field,7,615698,3.88,9.0,5.78,1.28,0.265,0.25,0.4,0.25,0.0,0.0,False
75,75,75,75,75,75,85,19610,Keibert Ruiz,WSN,23,0.247,0.307,0.359,0.86,660688,120,Bryse Wilson,0,PNC Park,10,669060,5.86,11.18,6.41,1.52,0.305,0.0,0.4,0.25,0.2,0.0,False
76,76,76,76,76,76,86,19339,Nicky Lopez,KCR,27,0.248,0.305,0.294,0.838,670032,118,Matt Manning,1,Kauffman Stadium,5,666159,2.25,6.75,5.4,1.1,0.214,0.667,0.0,0.25,0.25,1.0,True
77,77,77,77,77,77,87,17620,Myles Straw,CLE,27,0.214,0.292,0.272,0.892,664702,114,Anthony DeSclafani,1,Progressive Field,7,543101,6.63,16.11,8.05,2.0,0.4,0.0,0.8,0.333,0.25,0.2,True
78,78,78,78,78,78,88,19238,Lourdes Gurriel Jr.,TOR,28,0.309,0.361,0.421,0.797,666971,141,Paul Blackburn,1,Rogers Centre,2,621112,4.28,8.89,7.19,1.26,0.255,0.667,0.333,0.333,0.0,0.25,True
79,79,79,79,79,79,89,13602,Patrick Wisdom,CHC,30,0.22,0.315,0.443,0.6659999999999999,621550,112,Antonio Senzatela,0,Coors Field,1,622608,4.68,12.97,5.31,1.68,0.351,1.0,0.0,0.0,0.0,0.0,True
80,80,80,80,80,80,90,18373,Ryan Mountcastle,BAL,25,0.258,0.3,0.441,0.722,663624,110,Jameson Taillon,1,Oriole Park at Camden Yards,30,592791,3.95,8.5,7.76,1.14,0.246,0.0,0.25,0.2,0.0,0.5,True
81,81,81,81,81,81,91,18564,Trent Grisham,SDP,25,0.192,0.29,0.355,0.772,663757,135,Ian Anderson,1,Petco Park,31,666120,5.11,9.37,7.92,1.54,0.266,0.333,0.0,0.0,0.0,0.25,True
82,82,82,82,82,82,92,6184,J.D. Martinez,BOS,34,0.281,0.345,0.447,0.716,502110,111,Sonny Gray,1,Fenway Park,3,543243,3.19,7.29,8.43,1.11,0.219,0.25,0.5,0.333,0.25,0.25,False
83,83,83,83,83,83,93,6153,Eduardo Escobar,NYM,33,0.22,0.273,0.39,0.753,500871,121,Zac Gallen,1,Citi Field,22,668678,3.12,6.62,8.67,1.02,0.203,0.2,0.5,0.0,0.333,0.25,False
84,84,84,84,84,84,94,15223,Adam Frazier,SEA,30,0.243,0.306,0.31,0.878,624428,136,Justin Verlander,1,T-Mobile Park,27,434378,1.73,6.09,8.79,0.85,0.188,0.8,0.0,0.0,0.25,0.0,True
85,85,85,85,85,85,95,11265,Jonathan Schoop,DET,30,0.203,0.238,0.31,0.7559999999999999,570731,116,Kris Bubic,0,Kauffman Stadium,5,663460,5.27,9.41,7.51,1.54,0.27,0.0,0.0,0.2,0.25,0.25,False
86,86,86,86,86,86,96,19566,Nathaniel Lowe,TEX,26,0.282,0.332,0.461,0.775,663993,140,Noah Syndergaard,1,Globe Life Field,14,592789,7.2,19.8,3.6,2.2,0.44,0.2,0.4,0.0,0.25,0.5,True
87,87,87,87,87,87,97,19290,Randy Arozarena,TBR,27,0.256,0.317,0.416,0.7240000000000001,668227,139,Michael Kopech,0,Guaranteed Rate Field,23,656629,3.38,6.66,7.75,1.23,0.204,0.0,0.5,0.0,0.167,0.0,True
88,88,88,88,88,88,98,17027,Alex Verdugo,BOS,26,0.272,0.312,0.389,0.863,657077,111,Sonny Gray,1,Fenway Park,3,543243,3.19,7.29,8.43,1.11,0.219,0.25,0.5,0.0,0.0,0.333,True
89,89,89,89,89,89,99,7802,Miguel Rojas,MIA,33,0.233,0.282,0.335,0.852,500743,146,Ranger Suarez,1,loanDepot park,20,624133,3.68,8.97,7.62,1.37,0.258,0.25,0.0,0.0,0.0,0.0,True
90,90,90,90,90,90,100,26197,Andrew Vaughn,CHW,24,0.298,0.348,0.464,0.826,683734,145,Corey Kluber,1,Guaranteed Rate Field,23,446372,4.05,9.08,8.03,1.15,0.26,0.333,0.0,0.667,0.5,0.5,True
91,91,91,91,91,91,101,14813,Kyle Farmer,CIN,31,0.252,0.326,0.368,0.8240000000000001,571657,113,Julio Urias,0,Dodger Stadium,17,628711,2.49,6.97,8.58,0.97,0.21,0.5,0.0,0.0,0.5,0.667,True
92,92,92,92,92,92,103,15679,Rowdy Tellez,MIL,27,0.238,0.323,0.475,0.797,642133,158,Steven Matz,1,American Family Field,18,571927,5.7,9.91,10.76,1.31,0.269,0.333,0.333,0.5,0.0,0.0,False
93,93,93,93,93,93,104,10681,Gio Urshela,MIN,30,0.262,0.304,0.423,0.807,570482,142,Tanner Houck,0,Fenway Park,3,656557,3.15,7.35,8.4,1.18,0.226,0.0,0.0,0.25,0.5,0.333,False
94,94,94,94,94,94,105,13590,Jesse Winker,SEA,28,0.229,0.348,0.363,0.815,608385,136,Justin Verlander,1,T-Mobile Park,27,434378,1.73,6.09,8.79,0.85,0.188,0.667,0.0,0.0,0.333,0.0,False
95,95,95,95,95,95,106,16512,Isiah Kiner-Falefa,NYY,27,0.268,0.312,0.315,0.892,643396,147,Tyler Wells,0,Oriole Park at Camden Yards,30,669330,3.9,7.8,6.46,1.11,0.232,0.0,1.0,0.0,0.0,0.333,True
96,96,96,96,96,96,107,7859,Charlie Blackmon,COL,35,0.263,0.314,0.446,0.816,453568,115,Mark Leiter Jr.,1,Coors Field,1,643410,4.72,7.17,9.25,1.17,0.216,0.333,0.0,0.4,0.0,0.0,True
97,97,97,97,97,97,108,24655,Owen Miller,CLE,25,0.238,0.296,0.359,0.8370000000000001,680911,114,Anthony DeSclafani,1,Progressive Field,7,543101,6.63,16.11,8.05,2.0,0.4,0.5,0.6,0.4,0.6,0.5,True
98,98,98,98,98,98,109,9847,Andrew McCutchen,MIL,35,0.255,0.325,0.4,0.804,457705,158,Steven Matz,1,American Family Field,18,571927,5.7,9.91,10.76,1.31,0.269,0.25,0.25,0.0,0.5,0.25,True
99,99,99,99,99,99,110,16572,Connor Joe,COL,29,0.246,0.347,0.363,0.809,656582,115,Mark Leiter Jr.,1,Coors Field,1,643410,4.72,7.17,9.25,1.17,0.216,0.25,0.4,0.333,0.4,0.0,True
100,100,100,100,100,100,113,14894,Tony Kemp,OAK,30,0.212,0.285,0.3,0.8740000000000001,643393,133,Hyun Jin Ryu,0,Rogers Centre,2,547943,5.67,10.67,5.33,1.33,0.294,0.25,0.0,0.25,0.4,0.6,False
101,101,101,101,101,101,114,15117,Hunter Dozier,KCR,30,0.245,0.309,0.411,0.733,641531,118,Matt Manning,1,Kauffman Stadium,5,666159,2.25,6.75,5.4,1.1,0.214,0.0,0.75,0.0,0.5,0.25,True
102,102,102,102,102,102,115,11342,Jesus Aguilar,MIA,32,0.241,0.287,0.391,0.745,542583,146,Ranger Suarez,1,loanDepot park,20,624133,3.68,8.97,7.62,1.37,0.258,0.5,0.333,0.0,0.0,0.0,True
103,103,103,103,103,103,116,10556,Cesar Hernandez,WSN,32,0.238,0.302,0.303,0.8109999999999999,514917,120,Bryse Wilson,0,PNC Park,10,669060,5.86,11.18,6.41,1.52,0.305,0.4,0.25,0.5,0.25,0.4,True
104,104,104,104,104,104,117,19198,Yuli Gurriel,HOU,38,0.238,0.287,0.38,0.86,493329,117,Chris Flexen,0,T-Mobile Park,27,623167,3.92,9.0,6.23,1.37,0.257,0.5,0.0,0.25,0.25,0.0,False
105,105,105,105,105,105,118,18607,Jared Walsh,LAA,28,0.225,0.27,0.392,0.753,665120,108,Taylor Hearn,0,Globe Life Field,14,621368,5.21,10.17,8.48,1.59,0.28,0.4,0.25,0.0,0.0,0.25,True
106,106,106,106,106,106,119,5760,Avisail Garcia,MIA,31,0.232,0.269,0.322,0.654,541645,146,Ranger Suarez,1,loanDepot park,20,624133,3.68,8.97,7.62,1.37,0.258,0.25,0.333,0.25,0.0,0.2,True
107,107,107,107,107,107,120,4314,Joey Votto,CIN,38,0.215,0.331,0.389,0.725,458015,113,Julio Urias,0,Dodger Stadium,17,628711,2.49,6.97,8.58,0.97,0.21,0.0,0.25,0.0,0.0,0.0,False
108,108,108,108,108,108,121,11200,Kole Calhoun,TEX,34,0.211,0.269,0.363,0.654,594777,140,Noah Syndergaard,1,Globe Life Field,14,592789,7.2,19.8,3.6,2.2,0.44,0.0,0.25,0.0,0.0,0.5,True
109,109,109,109,109,109,122,2434,Nelson Cruz,WSN,41,0.233,0.318,0.342,0.7020000000000001,443558,120,Bryse Wilson,0,PNC Park,10,669060,5.86,11.18,6.41,1.52,0.305,0.5,0.25,0.0,0.25,0.5,False
110,110,110,110,110,110,123,12179,Maikel Franco,WSN,29,0.229,0.256,0.338,0.742,596748,120,Bryse Wilson,0,PNC Park,10,669060,5.86,11.18,6.41,1.52,0.305,0.0,0.0,0.5,0.5,0.8,True
111,111,111,111,111,111,124,1744,Miguel Cabrera,DET,39,0.268,0.317,0.331,0.7440000000000001,408234,116,Kris Bubic,0,Kauffman Stadium,5,663460,5.27,9.41,7.51,1.54,0.27,0.25,0.75,0.0,0.0,0.667,False
112,112,112,112,112,112,125,11737,Nick Castellanos,PHI,30,0.257,0.305,0.381,0.6970000000000001,592206,143,Trevor Rogers,0,loanDepot park,20,669432,5.85,10.16,8.52,1.6,0.283,0.333,0.25,0.5,0.5,0.333,True
