,IDfg,Name,Team,Age,AVG,OBP,SLG,Contact% (pi),BatterIDs,TeamIDs,Pitchers,Home,Ballpark,BallparkNumber,PitcherIDs,era,h9,k9,whip,avg,MatchupAverage,Game 1,Game 2,Game 3,Game 4,Game 5,TestLabels
32,18568,Luis Arraez,MIN,25,0.332,0.398,0.442,0.9329999999999999,650333,142,Alek Manoah,1.0,Target Field,26.0,666201,2.56,7.16,8.15,1.02,.217,0.333,0.2,0.2,0.25,0.2,0.667,False
33,17919,Ian Happ,CHC,27,0.278,0.356,0.434,0.7490000000000001,664023,112,Miles Mikolas,0.0,Busch Stadium,15.0,571945,3.50,8.09,6.88,1.09,.239,0.35,0.0,0.25,0.0,0.25,0.5,False
34,19287,Adolis Garcia,TEX,29,0.255,0.304,0.458,0.68,666969,140,Johnny Cueto,1.0,Globe Life Field,14.0,456501,2.91,9.00,6.00,1.23,.266,1.0,0.25,0.0,0.0,0.0,0.2,True
35,27506,Ha-seong Kim,SDP,26,0.249,0.325,0.374,0.83,673490,135,Kyle Freeland,1.0,Petco Park,31.0,607536,4.84,9.89,6.50,1.41,.280,0.25,0.25,0.8,0.0,0.0,0.333,False
36,17548,Taylor Ward,LAA,28,0.266,0.356,0.453,0.782,621493,108,Paul Blackburn,1.0,Angel Stadium,4.0,621112,4.28,8.89,7.19,1.26,.255,0.333,0.0,0.333,1.0,0.0,0.0,True
37,12856,George Springer,TOR,32,0.251,0.331,0.464,0.733,543807,141,Sonny Gray,0.0,Target Field,26.0,543243,3.33,7.64,8.50,1.16,.228,0.263,0.0,0.2,0.0,0.6,0.333,True
38,15112,Ryan McMahon,COL,27,0.243,0.339,0.401,0.753,641857,115,Joe Musgrove,0.0,Petco Park,31.0,605397,2.91,7.16,8.79,1.02,.216,0.167,0.5,0.5,0.25,0.0,0.0,True
39,16472,Rhys Hoskins,PHI,29,0.248,0.338,0.484,0.7609999999999999,656555,143,Paolo Espino,1.0,Citizens Bank Park,16.0,502179,4.04,9.87,6.90,1.27,.276,0.3,0.0,0.0,0.2,0.2,1.0,True
40,9241,Starling Marte,NYM,33,0.292,0.343,0.458,0.775,516782,121,Kyle Wright,1.0,Citi Field,22.0,657140,3.14,7.89,8.62,1.17,.235,0.0,0.25,0.25,0.25,0.0,0.6,True
41,12533,Marcus Semien,TEX,31,0.24,0.3,0.407,0.809,543760,140,Johnny Cueto,1.0,Globe Life Field,14.0,456501,2.91,9.00,6.00,1.23,.266,0.0,0.2,0.4,0.0,0.333,0.6,True
42,19755,Shohei Ohtani,LAA,27,0.253,0.345,0.494,0.738,660271,108,Paul Blackburn,1.0,Angel Stadium,4.0,621112,4.28,8.89,7.19,1.26,.255,0.4,0.0,0.25,1.0,0.25,0.0,True
43,13066,Teoscar Hernandez,TOR,29,0.271,0.322,0.489,0.672,606192,141,Sonny Gray,0.0,Target Field,26.0,543243,3.33,7.64,8.50,1.16,.228,0.182,0.5,0.333,0.25,0.333,0.0,True
44,12546,C.J. Cron,COL,32,0.277,0.33,0.513,0.775,543068,115,Joe Musgrove,0.0,Petco Park,31.0,605397,2.91,7.16,8.79,1.02,.216,0.188,0.5,0.0,0.4,0.5,0.0,False
45,14344,Matt Olson,ATL,28,0.248,0.337,0.483,0.741,621566,144,Carlos Carrasco,0.0,Citi Field,22.0,471911,3.76,9.19,8.90,1.28,.266,0.625,0.0,0.0,0.25,0.5,0.0,False
46,16478,Kyle Schwarber,PHI,29,0.211,0.314,0.501,0.72,656941,143,Paolo Espino,1.0,Citizens Bank Park,16.0,502179,4.04,9.87,6.90,1.27,.276,0.5,0.0,0.0,0.2,0.25,0.2,True
47,5827,Wilmer Flores,SFG,30,0.252,0.337,0.44,0.8270000000000001,527038,137,Clayton Kershaw,1.0,Oracle Park,9.0,477132,2.64,7.28,9.28,0.98,.218,0.25,0.333,0.333,0.5,0.25,0.6,False
48,10231,Jose Iglesias,COL,32,0.318,0.356,0.418,0.868,578428,115,Joe Musgrove,0.0,Petco Park,31.0,605397,2.91,7.16,8.79,1.02,.216,0.333,0.0,0.667,0.6,0.25,0.333,True
49,13152,Jorge Polanco,MIN,28,0.234,0.346,0.409,0.7759999999999999,593871,142,Alek Manoah,1.0,Target Field,26.0,666201,2.56,7.16,8.15,1.02,.217,0.333,0.25,0.333,0.4,0.0,0.0,False
51,20126,Dylan Carlson,STL,23,0.238,0.31,0.392,0.769,666185,138,Marcus Stroman,1.0,Busch Stadium,15.0,573186,4.20,8.17,8.39,1.16,.239,0.2,0.25,0.0,0.2,0.0,0.25,True
53,11477,Christian Yelich,MIL,30,0.256,0.361,0.382,0.779,592885,158,Zach Thompson,0.0,PNC Park,10.0,605507,5.08,9.66,6.18,1.47,.269,0.5,0.333,0.4,0.4,0.4,0.5,False
54,14854,Mike Yastrzemski,SFG,31,0.225,0.321,0.409,0.797,573262,137,Clayton Kershaw,1.0,Oracle Park,9.0,477132,2.64,7.28,9.28,0.98,.218,0.429,0.0,0.0,0.25,0.0,0.2,False
57,19326,Bryan Reynolds,PIT,27,0.253,0.338,0.441,0.753,668804,134,Brandon Woodruff,1.0,PNC Park,10.0,605540,3.52,7.63,10.66,1.14,.226,0.071,0.75,0.0,0.0,0.0,0.0,True
58,13602,Patrick Wisdom,CHC,30,0.22,0.318,0.441,0.667,621550,112,Miles Mikolas,0.0,Busch Stadium,15.0,571945,3.50,8.09,6.88,1.09,.239,0.333,0.25,0.333,0.0,0.667,0.333,True
59,21618,Alec Bohm,PHI,25,0.292,0.327,0.408,0.8,664761,143,Paolo Espino,1.0,Citizens Bank Park,16.0,502179,4.04,9.87,6.90,1.27,.276,0.2,0.25,0.0,0.8,0.0,0.4,True
61,15998,Cody Bellinger,LAD,26,0.21,0.267,0.402,0.762,641355,119,Jakob Junis,0.0,Oracle Park,9.0,596001,3.78,8.53,7.83,1.20,.245,0.0,0.333,0.0,0.5,0.0,0.2,False
62,18564,Trent Grisham,SDP,25,0.197,0.296,0.365,0.773,663757,135,Kyle Freeland,1.0,Petco Park,31.0,607536,4.84,9.89,6.50,1.41,.280,0.278,0.25,0.333,0.5,0.333,0.333,False
63,19339,Nicky Lopez,KCR,27,0.243,0.298,0.287,0.84,670032,118,Nick Pivetta,1.0,Kauffman Stadium,5.0,601713,4.51,8.68,8.61,1.33,.252,0.5,0.0,0.333,0.667,0.0,0.333,True
64,19238,Lourdes Gurriel Jr.,TOR,28,0.306,0.358,0.417,0.7959999999999999,666971,141,Sonny Gray,0.0,Target Field,26.0,543243,3.33,7.64,8.50,1.16,.228,0.5,0.25,0.5,0.25,0.333,0.0,True
65,19290,Randy Arozarena,TBR,27,0.256,0.315,0.428,0.722,668227,139,Drew Hutchison,0.0,Comerica Park,25.0,571800,4.45,9.05,5.64,1.47,.263,0.0,0.25,0.0,0.333,0.0,0.0,True
66,17027,Alex Verdugo,BOS,26,0.274,0.317,0.392,0.861,657077,111,Kris Bubic,0.0,Kauffman Stadium,5.0,663460,5.02,9.52,7.64,1.56,.271,0.333,0.0,0.0,0.25,0.25,0.25,False
67,6184,J.D. Martinez,BOS,34,0.281,0.346,0.443,0.715,502110,111,Kris Bubic,0.0,Kauffman Stadium,5.0,663460,5.02,9.52,7.64,1.56,.271,0.667,0.0,0.25,0.5,0.0,0.0,False
68,13301,Max Muncy,LAD,31,0.179,0.319,0.358,0.7559999999999999,571970,119,Jakob Junis,0.0,Oracle Park,9.0,596001,3.78,8.53,7.83,1.20,.245,0.0,0.5,0.333,0.0,0.333,0.25,True
69,19566,Nathaniel Lowe,TEX,26,0.281,0.331,0.454,0.775,663993,140,Johnny Cueto,1.0,Globe Life Field,14.0,456501,2.91,9.00,6.00,1.23,.266,0.0,0.25,0.5,0.75,0.25,0.2,True
70,15679,Rowdy Tellez,MIL,27,0.238,0.323,0.482,0.7959999999999999,642133,158,Zach Thompson,0.0,PNC Park,10.0,605507,5.08,9.66,6.18,1.47,.269,0.0,0.5,0.667,0.0,0.75,0.0,True
71,7859,Charlie Blackmon,COL,35,0.262,0.313,0.439,0.821,453568,115,Joe Musgrove,0.0,Petco Park,31.0,605397,2.91,7.16,8.79,1.02,.216,0.412,0.0,0.0,0.333,0.25,0.333,True
72,9847,Andrew McCutchen,MIL,35,0.253,0.324,0.398,0.802,457705,158,Zach Thompson,0.0,PNC Park,10.0,605507,5.08,9.66,6.18,1.47,.269,0.2,0.4,0.0,0.25,0.5,0.0,False
75,19198,Yuli Gurriel,HOU,38,0.24,0.287,0.38,0.86,493329,117,Zach Plesac,0.0,Progressive Field,7.0,668676,4.32,9.18,7.06,1.32,.257,0.2,0.5,0.25,0.4,0.2,0.5,False
76,15117,Hunter Dozier,KCR,30,0.246,0.311,0.41,0.731,641531,118,Nick Pivetta,1.0,Kauffman Stadium,5.0,601713,4.51,8.68,8.61,1.33,.252,0.4,0.25,0.0,0.2,0.0,0.0,False
77,10556,Cesar Hernandez,WSN,32,0.239,0.303,0.305,0.813,514917,120,Noah Syndergaard,0.0,Citizens Bank Park,16.0,592789,4.91,13.91,4.91,1.73,.362,0.4,0.0,0.333,0.0,0.0,0.5,True
78,18607,Jared Walsh,LAA,28,0.222,0.269,0.387,0.755,665120,108,Paul Blackburn,1.0,Angel Stadium,4.0,621112,4.28,8.89,7.19,1.26,.255,0.0,0.0,0.5,0.0,0.0,0.0,True
80,12179,Maikel Franco,WSN,29,0.231,0.258,0.347,0.7440000000000001,596748,120,Noah Syndergaard,0.0,Citizens Bank Park,16.0,592789,4.91,13.91,4.91,1.73,.362,0.32,0.0,0.0,0.0,0.25,0.0,True
81,11737,Nick Castellanos,PHI,30,0.256,0.304,0.378,0.695,592206,143,Paolo Espino,1.0,Citizens Bank Park,16.0,502179,4.04,9.87,6.90,1.27,.276,0.143,0.333,0.333,0.8,0.0,0.4,False
82,10324,Marcell Ozuna,ATL,31,0.211,0.261,0.391,0.742,542303,144,Carlos Carrasco,0.0,Citi Field,22.0,471911,3.76,9.19,8.90,1.28,.266,0.0,0.0,0.6,0.0,0.0,0.25,True
