,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,IDfg,Name,Team,Age,AVG,OBP,SLG,Contact% (pi),BatterIDs,TeamIDs,Pitchers,Home,Ballpark,BallparkNumber,PitcherIDs,era,h9,k9,whip,avg,MatchupAverage,Game 1,Game 2,Game 3,Game 4,Game 5,TestLabels
23,23,23,28,12552,Eugenio Suarez,SEA,30,0.227,0.329,0.415,0.677,553993,136,Jose Urquidy,0,Minute Maid Park,32,664353,3.85,8.52,7.09,1.16,0.245,0.5,0.333,0.0,0.75,0.5,0.333,True
24,24,24,29,17982,Ty France,SEA,27,0.298,0.368,0.463,0.838,664034,136,Jose Urquidy,0,Minute Maid Park,32,664353,3.85,8.52,7.09,1.16,0.245,0.467,0.25,0.0,0.2,0.0,0.0,True
25,25,25,31,3473,Anthony Rizzo,NYY,32,0.227,0.347,0.511,0.8,519203,147,Chris Archer,0,Target Field,26,502042,4.02,7.01,7.58,1.29,0.212,0.231,0.167,0.25,0.25,0.2,0.0,True
26,26,26,32,19755,Shohei Ohtani,LAA,27,0.256,0.348,0.501,0.741,660271,108,Nathan Eovaldi,1,Angel Stadium,4,543135,4.23,9.51,8.94,1.23,0.263,0.111,0.25,0.25,0.2,0.5,0.0,True
27,27,27,34,15518,Amed Rosario,CLE,26,0.29,0.324,0.417,0.8240000000000001,642708,114,Dane Dunning,1,Progressive Field,7,641540,4.04,8.79,7.84,1.36,0.257,1.0,0.25,0.6,0.5,0.0,0.2,True
28,28,28,35,19612,Bo Bichette,TOR,24,0.263,0.304,0.436,0.775,666182,141,Brady Singer,0,Kauffman Stadium,5,663903,3.49,8.36,9.18,1.15,0.248,0.333,1.0,0.25,0.0,0.4,0.25,True
29,29,29,36,15112,Ryan McMahon,COL,27,0.242,0.339,0.397,0.752,641857,115,Alex Wood,0,Oracle Park,9,622072,4.17,8.73,8.81,1.2,0.254,0.278,0.4,0.0,0.0,0.25,0.0,False
30,30,30,37,12533,Marcus Semien,TEX,31,0.239,0.298,0.403,0.8079999999999999,543760,140,Shane Bieber,0,Progressive Field,7,669456,3.21,7.86,9.16,1.09,0.233,0.333,1.0,0.75,0.4,0.25,0.0,True
31,31,31,38,13419,Christian Walker,ARI,31,0.21,0.31,0.459,0.7709999999999999,572233,109,Mike Minor,0,Great American Ball Park,8,501985,6.24,10.02,7.84,1.56,0.276,0.25,0.0,0.0,0.0,0.0,0.667,True
32,32,32,40,12546,C.J. Cron,COL,32,0.28,0.33,0.514,0.778,543068,115,Alex Wood,0,Oracle Park,9,622072,4.17,8.73,8.81,1.2,0.254,0.333,0.0,1.0,0.0,0.0,0.2,False
33,33,33,41,13152,Jorge Polanco,MIN,28,0.237,0.349,0.407,0.777,593871,142,Nestor Cortes,1,Target Field,26,641482,2.57,6.91,9.24,1.02,0.208,0.0,0.8,0.25,0.333,0.2,0.0,False
34,34,34,42,11477,Christian Yelich,MIL,30,0.262,0.365,0.39,0.7829999999999999,592885,158,Aaron Nola,1,American Family Field,18,605400,3.17,7.28,9.77,0.95,0.219,0.346,0.5,0.0,0.0,0.0,0.0,True
35,35,35,43,16426,Thairo Estrada,SFG,26,0.269,0.319,0.42,0.813,642731,137,Antonio Senzatela,1,Oracle Park,9,622608,4.68,12.97,5.31,1.68,0.351,0.667,0.0,0.5,0.0,0.4,0.0,True
36,36,36,45,16478,Kyle Schwarber,PHI,29,0.207,0.31,0.499,0.72,656941,143,Adrian Houser,0,American Family Field,18,605288,4.72,9.67,6.72,1.48,0.271,0.2,0.0,0.0,0.25,0.667,0.5,True
37,37,37,46,13613,Ketel Marte,ARI,28,0.261,0.346,0.445,0.804,606466,109,Mike Minor,0,Great American Ball Park,8,501985,6.24,10.02,7.84,1.56,0.276,0.0,0.5,0.0,0.0,0.5,0.25,True
38,38,38,48,10231,Jose Iglesias,COL,32,0.316,0.358,0.417,0.865,578428,115,Alex Wood,0,Oracle Park,9,622072,4.17,8.73,8.81,1.2,0.254,0.5,0.25,0.25,0.0,0.5,0.5,False
39,39,39,49,17907,Brendan Rodgers,COL,25,0.284,0.334,0.432,0.785,663898,115,Alex Wood,0,Oracle Park,9,622072,4.17,8.73,8.81,1.2,0.254,0.429,0.0,0.6,0.2,0.0,0.2,True
40,40,40,50,16997,Gleyber Torres,NYY,25,0.254,0.306,0.45,0.741,650402,147,Chris Archer,0,Target Field,26,502042,4.02,7.01,7.58,1.29,0.212,0.0,0.25,0.0,0.5,0.0,0.5,False
41,41,41,51,15491,J.P. Crawford,SEA,27,0.255,0.331,0.354,0.875,641487,136,Jose Urquidy,0,Minute Maid Park,32,664353,3.85,8.52,7.09,1.16,0.245,0.222,0.5,0.25,0.2,0.0,0.333,True
42,42,42,52,19326,Bryan Reynolds,PIT,27,0.257,0.343,0.449,0.752,668804,134,Alex Faedo,1,PNC Park,10,656412,5.53,10.57,7.38,1.64,0.293,0.333,0.25,0.0,0.25,0.4,0.667,False
43,43,43,53,5038,Josh Donaldson,NYY,36,0.228,0.31,0.401,0.705,518626,147,Chris Archer,0,Target Field,26,502042,4.02,7.01,7.58,1.29,0.212,0.149,0.2,0.25,0.0,0.0,0.0,True
44,44,44,55,5235,Justin Turner,LAD,37,0.26,0.334,0.41,0.8220000000000001,457759,119,Johnny Cueto,0,Guaranteed Rate Field,23,456501,2.91,8.62,6.0,1.19,0.256,0.375,0.25,0.0,0.0,0.25,0.25,False
45,45,45,56,21618,Alec Bohm,PHI,25,0.294,0.33,0.413,0.8009999999999999,664761,143,Adrian Houser,0,American Family Field,18,605288,4.72,9.67,6.72,1.48,0.271,0.0,0.25,0.75,0.0,0.0,0.0,True
46,46,46,57,15998,Cody Bellinger,LAD,26,0.212,0.269,0.405,0.759,641355,119,Johnny Cueto,0,Guaranteed Rate Field,23,456501,2.91,8.62,6.0,1.19,0.256,0.28,0.0,0.25,0.0,0.333,0.0,True
47,47,47,58,5297,Aaron Hicks,NYY,32,0.222,0.348,0.314,0.763,543305,147,Chris Archer,0,Target Field,26,502042,4.02,7.01,7.58,1.29,0.212,0.143,0.667,0.0,0.333,0.333,0.0,True
48,48,48,59,15279,Garrett Cooper,MIA,31,0.275,0.348,0.424,0.7959999999999999,643265,146,Josiah Gray,1,loanDepot park,20,680686,4.92,7.9,10.36,1.31,0.233,0.4,0.4,0.5,0.5,0.6,0.0,True
49,49,49,60,14854,Mike Yastrzemski,SFG,31,0.22,0.315,0.393,0.797,573262,137,Antonio Senzatela,1,Oracle Park,9,622608,4.68,12.97,5.31,1.68,0.351,0.167,0.0,0.0,0.0,0.4,0.25,True
50,50,50,61,19610,Keibert Ruiz,WSN,23,0.247,0.307,0.359,0.86,660688,120,Sandy Alcantara,0,loanDepot park,20,645261,1.88,6.14,8.01,0.93,0.195,0.286,0.0,0.0,0.0,0.0,0.0,True
51,51,51,62,19339,Nicky Lopez,KCR,27,0.248,0.305,0.294,0.838,670032,118,Yusei Kikuchi,1,Kauffman Stadium,5,579328,5.13,8.2,10.03,1.49,0.244,0.333,0.0,0.0,0.0,0.667,0.0,False
52,52,52,63,17620,Myles Straw,CLE,27,0.214,0.292,0.272,0.892,664702,114,Dane Dunning,1,Progressive Field,7,641540,4.04,8.79,7.84,1.36,0.257,0.25,0.25,0.0,0.25,0.0,0.4,True
53,53,53,65,6184,J.D. Martinez,BOS,34,0.281,0.345,0.447,0.716,502110,111,Reid Detmers,0,Angel Stadium,4,672282,3.44,6.27,8.29,1.04,0.196,0.5,0.4,0.667,0.2,0.25,0.25,False
54,54,54,66,6153,Eduardo Escobar,NYM,33,0.22,0.273,0.39,0.753,500871,121,Sean Manaea,0,Petco Park,31,640455,4.74,8.53,9.32,1.32,0.247,0.5,0.333,0.8,0.0,0.5,0.5,True
55,55,55,67,15223,Adam Frazier,SEA,30,0.243,0.306,0.31,0.878,624428,136,Jose Urquidy,0,Minute Maid Park,32,664353,3.85,8.52,7.09,1.16,0.245,0.5,1.0,0.25,0.0,0.0,0.0,False
56,56,56,68,11265,Jonathan Schoop,DET,30,0.203,0.238,0.31,0.7559999999999999,570731,116,Mitch Keller,0,PNC Park,10,656605,4.21,9.59,7.4,1.42,0.274,0.25,0.2,0.0,0.0,0.25,0.333,True
57,57,57,69,17027,Alex Verdugo,BOS,26,0.272,0.312,0.389,0.863,657077,111,Reid Detmers,0,Angel Stadium,4,672282,3.44,6.27,8.29,1.04,0.196,0.0,0.4,0.25,0.25,0.6,0.333,False
58,58,58,71,7802,Miguel Rojas,MIA,33,0.233,0.282,0.335,0.852,500743,146,Josiah Gray,1,loanDepot park,20,680686,4.92,7.9,10.36,1.31,0.233,0.4,0.667,0.333,0.0,0.0,0.333,False
59,59,59,72,14813,Kyle Farmer,CIN,31,0.252,0.326,0.368,0.8240000000000001,571657,113,Merrill Kelly,1,Great American Ball Park,8,518876,2.86,7.48,7.41,1.13,0.226,0.0,0.5,0.667,0.0,0.333,0.5,False
60,60,60,73,12979,Javier Baez,DET,29,0.22,0.262,0.372,0.674,595879,116,Mitch Keller,0,PNC Park,10,656605,4.21,9.59,7.4,1.42,0.274,0.5,0.5,0.5,0.0,0.0,0.0,False
61,61,61,74,15679,Rowdy Tellez,MIL,27,0.238,0.323,0.475,0.797,642133,158,Aaron Nola,1,American Family Field,18,605400,3.17,7.28,9.77,0.95,0.219,0.125,0.5,0.0,0.667,0.0,0.5,True
62,62,62,75,13590,Jesse Winker,SEA,28,0.229,0.348,0.363,0.815,608385,136,Jose Urquidy,0,Minute Maid Park,32,664353,3.85,8.52,7.09,1.16,0.245,0.167,0.0,0.25,0.0,0.5,0.0,True
63,63,63,76,7859,Charlie Blackmon,COL,35,0.263,0.314,0.446,0.816,453568,115,Alex Wood,0,Oracle Park,9,622072,4.17,8.73,8.81,1.2,0.254,0.424,0.5,0.4,0.0,0.0,0.8,True
64,64,64,77,9847,Andrew McCutchen,MIL,35,0.255,0.325,0.4,0.804,457705,158,Aaron Nola,1,American Family Field,18,605400,3.17,7.28,9.77,0.95,0.219,0.214,0.667,0.6,0.0,0.0,0.2,False
65,65,65,78,16572,Connor Joe,COL,29,0.246,0.347,0.363,0.809,656582,115,Alex Wood,0,Oracle Park,9,622072,4.17,8.73,8.81,1.2,0.254,0.375,0.5,0.0,0.0,0.25,0.667,True
66,66,66,79,10243,Randal Grichuk,COL,30,0.27,0.312,0.435,0.768,545341,115,Alex Wood,0,Oracle Park,9,622072,4.17,8.73,8.81,1.2,0.254,0.2,0.667,0.0,0.0,0.333,0.25,False
67,67,67,81,11342,Jesus Aguilar,MIA,32,0.241,0.287,0.391,0.745,542583,146,Josiah Gray,1,loanDepot park,20,680686,4.92,7.9,10.36,1.31,0.233,0.0,0.0,0.25,0.25,0.0,0.25,True
68,68,68,82,10556,Cesar Hernandez,WSN,32,0.238,0.302,0.303,0.8109999999999999,514917,120,Sandy Alcantara,0,loanDepot park,20,645261,1.88,6.14,8.01,0.93,0.195,0.278,0.0,0.0,0.2,0.2,0.0,False
69,69,69,83,19198,Yuli Gurriel,HOU,38,0.238,0.287,0.38,0.86,493329,117,Logan Gilbert,1,Minute Maid Park,32,669302,3.47,8.57,8.3,1.23,0.248,0.1,0.0,0.0,0.25,0.0,0.5,True
70,70,70,84,18607,Jared Walsh,LAA,28,0.225,0.27,0.392,0.753,665120,108,Nathan Eovaldi,1,Angel Stadium,4,543135,4.23,9.51,8.94,1.23,0.263,0.333,0.0,0.0,0.333,0.5,0.25,True
71,71,71,85,5760,Avisail Garcia,MIA,31,0.232,0.269,0.322,0.654,541645,146,Josiah Gray,1,loanDepot park,20,680686,4.92,7.9,10.36,1.31,0.233,0.167,0.75,0.0,0.333,0.0,0.25,False
72,72,72,86,4314,Joey Votto,CIN,38,0.215,0.331,0.389,0.725,458015,113,Merrill Kelly,1,Great American Ball Park,8,518876,2.86,7.48,7.41,1.13,0.226,0.25,0.5,0.5,0.25,0.2,0.25,True
73,73,73,88,2434,Nelson Cruz,WSN,41,0.233,0.318,0.342,0.7020000000000001,443558,120,Sandy Alcantara,0,loanDepot park,20,645261,1.88,6.14,8.01,0.93,0.195,0.333,0.333,0.25,0.75,0.6,0.0,False
74,74,74,90,1744,Miguel Cabrera,DET,39,0.268,0.317,0.331,0.7440000000000001,408234,116,Mitch Keller,0,PNC Park,10,656605,4.21,9.59,7.4,1.42,0.274,0.667,0.2,1.0,0.333,0.333,0.0,True
75,75,75,91,11737,Nick Castellanos,PHI,30,0.257,0.305,0.381,0.6970000000000001,592206,143,Adrian Houser,0,American Family Field,18,605288,4.72,9.67,6.72,1.48,0.271,0.348,0.5,0.0,0.0,0.0,0.0,True
